timestamp,steps,bpm
2021-02-09 6,0,67.10606667
2021-02-09 7,0,66.85456
2021-02-09 8,40,70.42425
2021-02-09 9,0,65.34546
2021-02-09 10,27,64.4
2021-02-09 11,146,74.62121667
2021-02-09 12,19,71.74546
2021-02-09 13,2517,86.32113333
2021-02-09 14,2806,90.94536
2021-02-09 15,144,68.522725
2021-02-09 16,1149,84.04541667
2021-02-09 17,396,77.76364
2021-02-09 18,507,78.0606
2021-02-09 19,239,75.7818
2021-02-09 20,655,84.24248333
2021-02-09 21,5,71.43638
2021-02-09 22,23,67.01515
2021-02-09 23,7,62.55456
2021-02-10 0,0,61.96968333
2021-02-10 1,0,68.14548
2021-02-10 2,23,65.96971667
2021-02-10 3,0,66.7091
2021-02-10 4,0,65.0303
2021-02-10 5,0,66.03634
2021-02-10 6,228,67.7576
2021-02-10 7,33,67.32726
2021-02-10 8,15,65.42425
2021-02-10 9,131,74.66544
2021-02-10 10,164,76.01816
2021-02-10 11,159,72.21211667
2021-02-10 12,1050,79.2
2021-02-10 13,3842,106.4697333
2021-02-10 14,499,89.1659
2021-02-16 0,7,62.0303
2021-02-16 1,0,66.65452
2021-02-16 2,0,66.31816667
2021-02-16 3,7,66.56362
2021-02-16 4,0,63.30301667
2021-02-16 5,0,65.43636
2021-02-16 6,0,61
2021-02-16 7,28,65.69092
2021-02-16 8,39,71.84848333
2021-02-16 9,26,67.088625
2021-02-16 10,500,75.21818
2021-02-16 11,425,79.85454
2021-02-16 12,237,80.74243333
2021-02-16 13,442,79.34546
2021-02-16 14,597,79.72726667
2021-02-16 15,0,77.38182
2021-02-16 16,36,75.39395
2021-02-16 17,28,72.09092
2021-02-16 18,37,72.18182
2021-02-16 19,0,73.48483333
2021-02-16 20,83,74.6121
2021-02-16 23,101,74.27876667
2021-02-17 0,4,65.66666667
2021-02-17 1,8,71.90906
2021-02-17 2,0,71.18183333
2021-02-17 3,8,69.07274
2021-02-17 4,9,69.13636667
2021-02-17 5,11,67.43636
2021-02-17 6,0,68.31816667
2021-02-17 7,0,67.56364
2021-02-17 8,22,71.33335
2021-02-17 9,8,80.2374
2021-02-17 10,0,82.6667
2021-02-17 19,31,70.7273
2021-02-17 20,690,80.23636
2021-02-17 21,6,73.39015
2021-02-17 22,36,69.00002
2021-02-17 23,0,62.13454
2021-02-18 0,0,65.37878333
2021-02-18 1,0,70.07272
2021-02-18 2,0,63.57578333
2021-02-18 3,0,68.41818
2021-02-18 4,0,62.5909
2021-02-18 5,9,62.87274
2021-02-18 6,0,64.68181667
2021-02-18 7,58,64.36364
2021-02-18 8,9,66.697
2021-02-18 9,29,65.41816
2021-02-18 10,0,59.83636
2021-02-18 11,32,64.56061667
2021-02-18 12,8,67.41272
2021-02-18 13,429,77.87915
2021-02-18 14,4302,106.02546
2021-02-18 15,2031,98.06666667
2021-02-18 17,0,83.75
2021-02-18 19,0,93
2021-02-18 21,199,76.15153333
2021-02-18 22,65,72.89393333
2021-02-18 23,0,77.56364
2021-02-19 0,51,75.0606
2021-02-19 1,0,76.38182
2021-02-19 2,0,72.69696667
2021-02-19 3,0,64.85454
2021-02-19 4,7,65.13635
2021-02-19 5,0,67
2021-02-19 6,0,64.57578333
2021-02-19 7,38,65.63638
2021-02-19 8,0,69.63636667
2021-02-19 9,0,67.9091
2021-02-19 10,60,65.65452
2021-02-19 11,51,65.87878333
2021-02-19 12,29,76.38383333
2021-02-19 13,94,71.77271667
2021-02-19 14,111,71.1212
2021-02-19 23,17,85.5
2021-02-20 0,0,61.95455
2021-02-20 1,25,62.92726
2021-02-20 2,11,61.48485
